OPE ID,Institution Name,City,State,Zip Code,Institution Fiscal Year End,"School Group Name
The school is part of a group of institutions owned and/or operated by the corporate or non-profit entity listed below",  Institution Type, Composite Score for Institution's  Fiscal Year Ending Between 07/01/2019 - 6/30/2020
00927000,Art Institute of Atlanta (The),Atlanta,GA,30328-1649,12/31/2019,Education Principle Foundation,Proprietary,1.7
02580200,Atlanta School of Massage,Atlanta,GA,30338-6704,12/31/2019,N/A,Proprietary,1.5
03173300,Atlanta's John Marshall Law School,Atlanta,GA,30309-2947,07/31/2019,N/A,Proprietary,2.4
04021300,Augusta School of Massage,Evans,GA,30809-3185,12/31/2019,N/A,Proprietary,1.1
03523300,Aviation Institute Of Maintenance,Duluth,GA,30096-5038,12/31/2019,"Employment Services, Inc.",Proprietary,3.0
00155600,Brenau University,Gainesville,GA,30501-3668,06/30/2020,N/A,Non-Profit,2.8
00155700,Brewton Parker College,Mount Vernon,GA,30445-0000,06/30/2020,N/A,Non-Profit,3.0
02060900,Brown College of Court Reporting,Atlanta,GA,30309-2823,09/30/2019,"Coyne American Institute, Inc.",Proprietary,1.8
00155900,Clark Atlanta University,Atlanta,GA,30314-4385,06/30/2020,N/A,Non-Profit,3.0
00348400,Covenant College,Lookout Mountain,GA,30750-4164,06/30/2020,N/A,Non-Profit,3.0
02285500,Creative Circus,Atlanta,GA,30324-4144,12/31/2019,"Ancora Immediate Holding, LLC",Proprietary,1.7
04242300,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,30720-8402,12/31/2019,N/A,Proprietary,2.8
04204500,Elaine Sterling Institute(The),Atlanta,GA,30326-1000,12/31/2019,N/A,Proprietary,-0.9
03005400,Georgia Career Institute,Conyers,GA,30094-5912,12/31/2019,N/A,Proprietary,2.4
03089100,Georgia Institute of Cosmetology,Athens,GA,30606-3152,12/31/2019,N/A,Proprietary,3.0
01077100,Gupton-Jones College of Funeral Service,Decatur,GA,30035-4022,12/31/2019,"Pierce Mortuary Colleges, Inc.",Non-Profit,3.0
02583000,Gwinnett College,Lilburn,GA,30047-3447,12/31/2019,"LTT Enterprises, Inc.",Proprietary,3.0
03804400,Gwinnett College,Marietta,GA,30067-6040,12/31/2019,"LTT Enterprises, Inc.",Proprietary,3.0
03418300,Gwinnett College-Sandy Springs,Sandy Springs,GA,30328-3161,12/31/2019,"LTT Enterprises, Inc.",Proprietary,3.0
04206400,Helms College,Macon,GA,31206-5309,12/31/2019,N/A,Non-Profit,1.3
04264600,Hogan Institute of Cosmetology and Esthetics,Lilburn,GA,30047-3717,12/31/2019,N/A,Proprietary,2.7
02284300,Interactive College of Technology,Chamblee,GA,30341-2818,12/31/2019,"Interactive Learning Systems, Inc.",Proprietary,2.8
00156800,Interdenominational Theological Center,Atlanta,GA,30314-4143,06/30/2020,N/A,Non-Profit,1.7
02520000,International School of Skin and Nailcare,Atlanta,GA,30342-1119,12/31/2019,N/A,Proprietary,1.6
04150900,Keune Academy by 124,Lawrenceville,GA,30043-7346,12/31/2019,N/A,Proprietary,2.7
03100900,Luther Rice College & Seminary,Lithonia,GA,30038-2454,06/30/2020,N/A,Non-Profit,2.8
04256600,MAK Beauty Institute,Cumming,GA,30040-2783,12/31/2019,N/A,Proprietary,1.7
00158000,Mercer University,Macon,GA,31207-0001,06/30/2020,N/A,Non-Profit,3.0
02482100,Morehouse School of Medicine,Atlanta,GA,30310-1495,06/30/2020,N/A,Non-Profit,1.9
04221100,New Horizons Medical Institute,Norcross,GA,30071-2965,12/31/2019,N/A,Proprietary,0.3
03812300,Omnitech Institute,Atlanta,GA,30349-5555,12/31/2019,N/A,Proprietary,1.6
02577000,Paul Mitchell The School - Esani,Roswell,GA,30076-1507,06/30/2020,"The Esani Institute, LLC",Proprietary,2.5
04147000,Paul Mitchell the School Atlanta,Atlanta,GA,30318-5241,12/31/2019,N/A,Proprietary,2.0
04149900,Profile Institute of Barber-Styling,Atlanta,GA,30315-8459,12/31/2019,N/A,Proprietary,3.0
00158900,Reinhardt University,Waleska,GA,30183-2900,06/30/2020,N/A,Non-Profit,2.3
00159100,Shorter University,Rome,GA,30165-4298,05/31/2020,N/A,Non-Profit,3.0
01303900,South University,Savannah,GA,31406-4881,12/31/2019,Education Principle Foundation,Proprietary,1.7
00155500,Thomas University,Thomasville,GA,31792-7499,05/31/2020,N/A,Non-Profit,2.5
00159600,Toccoa Falls College,Toccoa Falls,GA,30598-0001,06/30/2020,N/A,Non-Profit,3.0
02321400,Toni & Guy Hairdressing Academy,Marietta,GA,30062-3667,12/31/2019,"Toni & Guy Hairdressing Academy USA, LLC",Proprietary,1.8
04287100,Webb's Barber School of Arts,Macon,GA,31206-4118,12/31/2019,N/A,Proprietary,2.7
00160000,Wesleyan College,Macon,GA,31210-4462,06/30/2020,N/A,Non-Profit,2.6
04203800,Woodruff Medical and Wellness Training,Tucker,GA,30084-5865,12/31/2019,"Genesis Career Group, Inc. and Subsidiary",Proprietary,1.6
00160400,Young Harris College,Young Harris,GA,30582-4137,06/30/2020,N/A,Non-Profit,2.4
00160600,Brigham Young University - Hawaii,Laie,HI,96762-1294,12/31/2019,N/A,Non-Profit,3.0
00160500,Chaminade University of Honolulu,Honolulu,HI,96816-1578,06/30/2020,N/A,Non-Profit,2.5
02139500,Hawaii Institute of Hair Design,Honolulu,HI,96817-5195,12/31/2019,N/A,Proprietary,2.7
04182200,Hawaii Medical College,Honolulu,HI,96814-3518,12/31/2019,N/A,Proprietary,2.3
04269600,IBS School of Cosmetology and Massage,Kahului,HI,96732-2118,12/31/2019,N/A,Proprietary,2.1
03735300,Institute of Clinical Acupuncture and Oriental Medicine,Honolulu,HI,96817-4724,12/31/2019,N/A,Proprietary,3.0
04275400,Makana Esthetics Wellness Academy,Honolulu,HI,96817-5327,12/31/2019,N/A,Proprietary,2.8
04165200,Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,12/31/2019,N/A,Proprietary,1.8
04175100,Paul Mitchell The School Honolulu,Honolulu,HI,96816-2433,12/31/2019,N/A,Proprietary,1.8
03069100,Allen College,Waterloo,IA,50703-1916,12/31/2019,Iowa Health System and Subsidiaries,Non-Profit,2.6
02289000,American Hair Academy,Mt. Pleasant,IA,52641-1856,12/31/2019,N/A,Proprietary,3.0
04203300,Aveda Institute Des Moines,Des Moines,IA,50266-8137,12/31/2019,N/A,Proprietary,2.3
04292400,Body Wisdom Massage Therapy School,Urbandale,IA,50322-2903,12/31/2019,N/A,Proprietary,3.0
00184700,Buena Vista University,Storm Lake,IA,50588-9987,06/30/2020,N/A,Non-Profit,2.2
00758800,Capri College,Dubuque,IA,52004-0873,06/30/2020,"Fiegen & Bisenius, Inc.",Proprietary,1.9
00771700,Capri College,Davenport,IA,52807-2622,06/30/2020,"Fiegen & Bisenius, Inc.",Proprietary,1.9
02090300,Capri College,Cedar Rapids,IA,52404-0000,06/30/2020,"Fiegen & Bisenius, Inc.",Proprietary,1.9
03720300,Carlson College of Massage Therapy,Anamosa,IA,52205-7519,12/31/2019,N/A,Proprietary,2.4
00185000,Central College,Pella,IA,50219-1999,06/30/2020,N/A,Non-Profit,2.2
00185400,Coe College,Cedar Rapids,IA,52402-5092,06/30/2020,N/A,Non-Profit,2.2
00185500,Des Moines University - Osteopathic Medical Center,Des Moines,IA,50312-4198,06/30/2020,N/A,Non-Profit,3.0
00186000,Drake University,Des Moines,IA,50311-4505,06/30/2020,N/A,Non-Profit,2.5
02328900,Emmaus Bible College,Dubuque,IA,52001-3096,06/30/2020,N/A,Non-Profit,2.8
00761100,EQ School of Hair Design,Council Bluffs,IA,51501-7541,12/31/2019,N/A,Proprietary,1.8
02262500,Faust Institute of Cosmetology,Spirit Lake,IA,51360-1649,12/31/2019,N/A,Proprietary,1.8
00186700,Grand View University,Des Moines,IA,50316-1599,06/30/2020,N/A,Non-Profit,2.3
00186800,Grinnell College,Grinnell,IA,50112-1690,06/30/2020,N/A,Non-Profit,3.0
00826000,Iowa School of Beauty,Des Moines,IA,50322-3203,05/31/2020,"Iowa School of Beauty, Inc.",Proprietary,2.5
02306900,Iowa School of Beauty,Ottumwa,IA,52501-2312,05/31/2020,"Iowa School of Beauty, Inc.",Proprietary,2.5
03441300,Iowa School of Beauty,Sioux City,IA,51106-5111,05/31/2020,"Iowa School of Beauty, Inc.",Proprietary,2.6
00765900,La' James College of Hairstyling,Mason City,IA,50401-3308,08/31/2019,N/A,Proprietary,3.0
00187400,Luther College,Decorah,IA,52101-1045,05/31/2020,N/A,Non-Profit,2.3
00187900,Morningside College,Sioux City,IA,51106-1751,05/31/2020,N/A,Non-Profit,2.5
00188300,Northwestern College,Orange City,IA,51041-1996,06/30/2020,N/A,Non-Profit,2.2
01206400,Orion Technical College,Davenport,IA,52807-2589,12/31/2019,N/A,Proprietary,2.5
02160900,PCI Academy,Ames,IA,50010-6062,12/31/2019,N/A,Proprietary,2.2
00188900,St Ambrose University - Main Campus,Davenport,IA,52803-2898,06/30/2020,N/A,Non-Profit,2.3
00423300,St Lukes Methodist Hospital School of Radiologic Technology,Cedar Rapids,IA,52402-5098,12/31/2019,N/A,Non-Profit,2.6
00729100,St. Luke's College,Sioux City,IA,51104-0263,12/31/2019,Iowa Health System and Subsidiaries,Non-Profit,2.6
00626700,UnityPoint Health-Des Moines,Des Moines,IA,50309-1499,12/31/2019,Iowa Health System and Subsidiaries,Non-Profit,2.6
00189300,Upper Iowa University,Fayette,IA,52142-9206,06/30/2020,N/A,Non-Profit,1.8
00189500,Waldorf University,Forest City,IA,50436-1700,12/31/2019,"Columbia Southern Education Group, Inc. and Subsidiaries  and CSU Prop",Proprietary,3.0
00190000,William Penn University,Oskaloosa,IA,52577-1799,06/30/2020,N/A,Non-Profit,1.8
04207200,Academy di Firenze,Jerome,ID,83338-2329,12/31/2019,N/A,Proprietary,3.0
04203500,Austin Kade Academy,Idaho Falls,ID,83404-5540,12/31/2019,N/A,Proprietary,2.4
04176700,Aveda Institute Boise,Boise,ID,83704-4406,12/31/2019,N/A,Proprietary,3.0
00987300,Aveda Institute Twin Falls,Twin Falls,ID,83301-4154,12/31/2019,N/A,Proprietary,3.0
04203200,Boise Barber College a d.MARTiN Academy,Boise,ID,83709-1695,12/31/2019,N/A,Proprietary,2.7
00162500,Brigham Young University - Idaho,Rexburg,ID,83460-1650,12/31/2019,N/A,Non-Profit,3.0
02218000,Carrington College,Boise,ID,83704-0000,12/31/2019,"San Joaquin Valley College, Inc.",Proprietary,2.2
04168600,College of Massage Therapy,Blackfoot,ID,83221-1758,12/31/2019,N/A,Proprietary,1.8
03832400,Cosmetology School of Arts and Sciences,Burley,ID,83318-4901,12/31/2019,N/A,Proprietary,3.0
02314000,Elevate Salon Institute,Chubbuck,ID,83202-3110,12/31/2019,N/A,Proprietary,2.5
04134300,Evans Hairstyling College,Rexburg,ID,83440-5277,12/31/2019,N/A,Proprietary,2.8
02349200,Headmasters School of Hair Design,Lewiston,ID,83501-1834,12/31/2019,N/A,Proprietary,3.0
02275800,Mr. Leon's School of Hair Design,Moscow,ID,83843-3040,12/31/2019,N/A,Proprietary,2.6
04155200,Oliver Finley Academy of Cosmetology,Boise,ID,83714-2900,12/31/2019,N/A,Proprietary,2.7
02607100,Paul Mitchell The School Boise,Boise,ID,83709-1662,12/31/2019,N/A,Proprietary,1.7
04144500,Paul Mitchell The School Rexburg,Rexburg,ID,83440-2600,12/31/2019,N/A,Proprietary,1.6
04268300,Rexburg College of Massage Therapy,Rexburg,ID,83440-3873,12/31/2019,N/A,Proprietary,3.0
02559500,Salon Professional Academy (The),Nampa,ID,83686-5104,12/31/2019,N/A,Proprietary,2.4
02068100,Adler University,Chicago,IL,60602-7298,08/31/2019,N/A,Non-Profit,1.5
04124700,Ambria College of Nursing,Hoffman Estates,IL,60192-3712,12/31/2019,N/A,Proprietary,2.4
00162800,American Academy of Art College,Chicago,IL,60604-4302,12/31/2019,N/A,Proprietary,-0.2
00163300,Augustana College,Rock Island,IL,61201-2296,06/30/2020,N/A,Non-Profit,3.0
00163400,Aurora University,Aurora,IL,60506-4892,06/30/2020,N/A,Non-Profit,2.8
02536700,Bell Mar Beauty College,Cicero,IL,60804-2129,06/30/2020,N/A,Proprietary,2.8
00621400,Blessing Hospital,Quincy,IL,62301-0000,09/30/2019,N/A,Non-Profit,2.9
03914300,"CALC, Institute of Technology",Alton,IL,62002-5946,12/31/2019,N/A,Proprietary,2.9
03078400,Cameo Beauty Academy,Oak Lawn,IL,60453-3196,12/31/2019,N/A,Proprietary,1.6
00893900,Cannella School of Hair Design,Blue Island,IL,60406-2416,12/31/2019,N/A,Proprietary,3.0
00959500,Cannella School of Hair Design,Chicago,IL,60617-4303,12/31/2019,N/A,Proprietary,3.0
02202600,Cannella School of Hair Design,Villa Park,IL,60181-1321,12/31/2019,N/A,Proprietary,3.0
02349500,Cannella School of Hair Design,Chicago,IL,60632-2549,12/31/2019,N/A,Proprietary,3.0
01308800,Capri Oak Forest Beauty College,Oak Forest,IL,60452-2798,09/30/2019,N/A,Proprietary,2.2
00638500,Chamberlain University,Addison,IL,60101-0000,06/30/2020,Adtalem Global Education Inc.,Proprietary,1.8
00166100,Chicago Theological Seminary,Chicago,IL,60637-2902,06/30/2020,N/A,Non-Profit,2.2
00166500,Columbia College Chicago,Chicago,IL,60605-1996,08/31/2019,N/A,Non-Profit,2.3
02150600,Cosmetology and Spa Academy,Crystal Lake,IL,60014-4003,12/31/2019,N/A,Proprietary,1.8
00754900,Coyne College,Chicago,IL,60602-3302,09/30/2019,"Coyne American Institute, Inc.",Proprietary,1.8
04225300,Creative Touch Cosmetology School,Waterloo,IL,62298-1609,12/31/2019,N/A,Proprietary,1.6
04192000,Curve Metric School of Hair Design,Elmwood Park,IL,60707-1118,12/31/2019,N/A,Proprietary,3.0
04229900,Debutantes School of Cosmetology and Nail Technology,DeKalb,IL,60115-3301,12/31/2019,N/A,Proprietary,2.9
00167100,DePaul University,Chicago,IL,60604-2287,06/30/2020,N/A,Non-Profit,3.0
01072700,DeVry University,Naperville,IL,60563-0000,06/30/2020,N/A,Proprietary,1.6
04141000,Douglas J Aveda Institute-Chicago,Chicago,IL,60657-0000,12/31/2019,"Douglas J. Institute, Inc.",Proprietary,-0.7
02168600,East-West University,Chicago,IL,60605-2185,08/31/2019,N/A,Non-Profit,2.3
00825900,Educators of Beauty College of Cosmetology,Sterling,IL,61081-3611,12/31/2019,"Modern Beauty Companies, Inc.",Proprietary,1.9
00947500,Educators of Beauty College of Cosmetology,Peru,IL,61354-3101,12/31/2019,"Modern Beauty Companies, Inc.",Proprietary,1.9
03510300,Erikson Institute,Chicago,IL,60654-4510,06/30/2020,N/A,Non-Profit,2.2
04174900,Estelle International,Skokie,IL,60077-9945,12/31/2019,N/A,Proprietary,3.0
02556100,ETI School of Skilled Trades,Willowbrook,IL,60527-5627,12/31/2019,N/A,Proprietary,3.0
02584900,First Institute,Crystal Lake,IL,60014-7489,12/31/2019,N/A,Proprietary,1.8
02522800,Fox College,Tinley Park,IL,60477-4451,06/30/2020,"Bradford School, Inc.",Proprietary,3.0
02261200,G Skin & Beauty Institute,Schaumburg,IL,60195-3112,12/31/2019,"United Investments of Illinois, Inc.",Proprietary,3.0
02498200,G Skin & Beauty Institute,Oak Brook,IL,60523-1805,12/31/2019,"United Investments of Illinois, Inc.",Proprietary,3.0
00456000,Gem City College,Quincy,IL,62301-4949,12/31/2019,N/A,Proprietary,2.3
00168400,Greenville University,Greenville,IL,62246-1199,05/31/2020,N/A,Non-Profit,2.5
02332200,Hair Professionals Career College,Sycamore,IL,60178-3164,12/31/2019,N/A,Proprietary,3.0
02587700,Hair Professionals Career College,Palos Hills,IL,60465-1929,12/31/2019,N/A,Proprietary,2.1
02262100,Hair Professionals School of Cosmetology,Oswego,IL,60543-9175,09/30/2019,N/A,Proprietary,2.6
03002000,Hairmasters Institute of Cosmetology,Bloomington,IL,61701-5547,12/31/2019,N/A,Proprietary,2.9
00168500,Hebrew Theological College,Skokie,IL,60077-3263,06/30/2020,Touro College and Related Entities,Non-Profit,2.2
04232300,HVAC Technical Institute,Chicago,IL,60632-4457,12/31/2019,N/A,Proprietary,3.0
00168800,Illinois College,Jacksonville,IL,62650-2299,05/31/2020,N/A,Non-Profit,2.2
03101800,Illinois Media School,Lombard,IL,60148-7015,12/31/2019,N/A,Proprietary,3.0
04167800,Innovations Design Academy,Canton,IL,61520-2625,12/31/2019,N/A,Proprietary,3.0
04187400,John Amico School of Hair Design,Oak Forest,IL,60452-2501,12/31/2019,N/A,Proprietary,2.9
02556600,John Amico School of Hair Design 2,Niles,IL,60714-2827,12/31/2019,N/A,Proprietary,2.1
00170000,Judson University,Elgin,IL,60123-1498,05/31/2020,N/A,Non-Profit,0.9
00170600,Lake Forest College,Lake Forest,IL,60045-2399,05/31/2020,N/A,Non-Profit,2.2
02319200,Lake Forest Graduate School of Management,Lake Forest,IL,60045-4824,06/30/2020,N/A,Non-Profit,2.2
01050100,Lakeview College of Nursing,Danville,IL,61832-3781,12/31/2019,N/A,Non-Profit,3.0
04117600,Larry's Barber College,Chicago,IL,60628-2322,12/31/2019,N/A,Proprietary,2.4
00171000,Loyola University Chicago,Chicago,IL,60660-1537,06/30/2020,N/A,Non-Profit,2.8
00171600,MacCormac College,Chicago,IL,60602-4405,06/30/2020,N/A,Non-Profit,2.9
03468500,MDT College of Health Sciences,Chicago,IL,60602-1708,12/31/2019,N/A,Proprietary,1.8
00172300,Meadville Theological School of Lombard College,Chicago,IL,60605-1602,06/30/2020,N/A,Non-Profit,2.3
00622800,Methodist College,Peoria,IL,61615-9235,12/31/2019,Iowa Health System and Subsidiaries,Non-Profit,2.6
04139000,Midwestern Career College,Chicago,IL,60606-3103,12/31/2019,N/A,Proprietary,1.5
00165700,Midwestern University,Downers Grove,IL,60515-1200,06/30/2020,N/A,Non-Profit,3.0
00172400,Millikin University,Decatur,IL,62522-2084,06/30/2020,N/A,Non-Profit,3.0
00172700,Moody Bible Institute,Chicago,IL,60610-3214,06/30/2020,N/A,Non-Profit,1.6
00888000,Morrison Institute of Technology,Morrison,IL,61270-2959,05/31/2020,N/A,Non-Profit,1.7
02192400,"Mr. John's School of Cosmetology, Esthetics & Nails",Decatur,IL,62521-2041,06/30/2020,N/A,Proprietary,-1.0
00793700,Ms Roberts Academy of Beauty Culture,Hillside,IL,60162-1305,12/31/2019,N/A,Proprietary,3.0
00173200,National University of Health Sciences (The),Lombard,IL,60148-4583,08/31/2019,N/A,Non-Profit,2.6
04224400,Networks Barber College,Calumet City,IL,60409-3401,12/31/2019,N/A,Proprietary,1.8
00173400,North Central College,Naperville,IL,60540-4690,06/30/2020,N/A,Non-Profit,2.7
00173500,North Park University,Chicago,IL,60625-4895,06/30/2020,N/A,Non-Profit,2.3
03684300,NorthShore University HealthSystem School of Nurse Anesthesia,Evanston,IL,60201-9872,09/30/2019,N/A,Non-Profit,2.6
01236200,Northwestern College,Bridgeview,IL,60455-1318,07/31/2019,N/A,Proprietary,-0.2
00173900,Northwestern University,Evanston,IL,60208-0001,08/31/2019,N/A,Non-Profit,2.2
02297500,Oehrlein School of Cosmetology,East Peoria,IL,61611-2804,12/31/2019,N/A,Proprietary,-0.7
00174100,Olivet Nazarene University,Bourbonnais,IL,60914-2271,06/30/2020,N/A,Non-Profit,2.3
03065300,Paul Mitchell The School Bradley,Bourbonnais,IL,60914-9307,12/31/2019,N/A,Proprietary,2.2
03490300,Paul Mitchell the School Chicago,Chicago,IL,60607-0000,01/31/2020,N/A,Proprietary,1.7
04160600,Paul Mitchell The School Normal,Normal,IL,61761-0000,08/31/2019,N/A,Proprietary,1.8
04254000,Phipps Academy of Barbering,Richton Park,IL,60471-1404,12/31/2019,N/A,Proprietary,2.4
01083600,Pivot Point Academy,Bloomingdale,IL,60108-4367,10/31/2019,N/A,Proprietary,3.0
02323300,Professionals Choice Hair Design Academy,Joliet,IL,60435-6434,12/31/2019,N/A,Proprietary,2.3
00174500,Quincy University,Quincy,IL,62301-2699,05/31/2020,N/A,Non-Profit,1.7
02214100,Resurrection University,Chicago,IL,60622-1711,06/30/2020,N/A,Non-Profit,3.0
00174600,Robert Morris University Illinois,Chicago,IL,60605-1225,06/30/2020,N/A,Non-Profit,-0.5
00174900,Roosevelt University,Chicago,IL,60605-1394,08/31/2019,N/A,Non-Profit,1.8
03082900,Rosel School of Cosmetology,Niles,IL,60714-1217,12/31/2019,N/A,Proprietary,1.7
00998700,Saint Anthony College of Nursing,Rockford,IL,61114-0000,09/30/2019,"OSF Healthcare Systems, Saint Anthony Medical Center and Subsidary",Non-Profit,2.1
02185400,Saint Augustine College,Chicago,IL,60640-3593,06/30/2020,N/A,Non-Profit,0.8
00624000,Saint Francis Medical Center College of Nursing,Peoria,IL,61603-3783,09/30/2019,"OSF Healthcare Systems, Saint Anthony Medical Center and Subsidary",Non-Profit,2.1
00176800,Saint Xavier University,Chicago,IL,60655-3199,06/30/2020,N/A,Non-Profit,3.0
04189200,Salon Professional Academy (The),Plainfield,IL,60586-8789,12/31/2019,N/A,Proprietary,-1.0
04189400,Shear Learning Academy of Cosmetology,Decatur,IL,62523-1208,12/31/2019,N/A,Proprietary,1.6
03891300,Soma Institute - The National School of Clinical Massage Therapy,Chicago,IL,60604-4466,12/31/2019,N/A,Proprietary,2.1
04189600,State Career School,Waukegan,IL,60085-5129,12/31/2019,N/A,Proprietary,-0.2
02228100,Steven Papageorge Hair Academy,Chicago,IL,60625-5103,12/31/2019,N/A,Proprietary,1.8
01181000,Taylor Business Institute,Chicago,IL,60601-3608,12/31/2019,N/A,Proprietary,-0.3
04224500,Trenz Beauty Academy,Calumet City,IL,60409-0000,12/31/2019,N/A,Proprietary,2.3
01069500,Tri County Beauty Academy,Litchfield,IL,62056-2036,12/31/2019,N/A,Proprietary,1.5
02317300,Tricoci University of Beauty Culture,Urbana,IL,61801-3214,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
04137500,Tricoci University of Beauty Culture,Chicago,IL,60656-1805,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
04147100,Tricoci University of Beauty Culture,Libertyville,IL,60048-2906,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
04147200,Tricoci University of Beauty Culture,Bridgeview,IL,60455-1824,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
04147300,Tricoci University of Beauty Culture,Glendale Heights,IL,60139-3119,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
04147400,Tricoci University of Beauty Culture,Peoria,IL,61614-4831,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
04147500,Tricoci University of Beauty Culture,Rockford,IL,61108-2337,12/31/2019,"Ogle School Holdings, LLC & Subsidiary",Proprietary,1.9
00622500,Trinity College of Nursing & Health Sciences,Rock Island,IL,61201-5317,12/31/2019,N/A,Non-Profit,2.6
00177200,Trinity International University,Deerfield,IL,60015-1283,04/30/2020,N/A,Non-Profit,2.0
04175000,Universal Spa Training Academy,Downers Grove,IL,60515-0000,09/30/2019,N/A,Proprietary,3.0
04136900,University of Aesthetics & Cosmetology,Chicago,IL,60622-2151,12/31/2019,"Kelley Education, Inc.",Proprietary,3.0
04137000,University of Aesthetics & Cosmetology (The),Downers Grove,IL,60515-4607,12/31/2019,"Kelley Education, Inc.",Proprietary,3.0
02124400,University of Spa & Cosmetology Arts,Springfield,IL,62704-0000,12/31/2019,N/A,Proprietary,3.0
00166400,University of St. Francis,Joliet,IL,60435-6188,05/31/2020,N/A,Non-Profit,2.4
04179100,Verve College,Oak Brook,IL,60523-1234,12/31/2019,N/A,Proprietary,2.8
00178300,Worsham College of Mortuary Science,Wheeling,IL,60090-2646,12/31/2019,N/A,Proprietary,-1.0
03538300,Alexandria School of Scientific Therapeutics,Alexandria,IN,46001-0287,12/31/2019,N/A,Proprietary,1.7
00178500,Anderson University,Anderson,IN,46012-3495,05/31/2020,N/A,Non-Profit,2.6
04155900,Aveda Fredric's Institute,Indianapolis,IN,46250-4746,06/30/2020,"Nutur Holdings, LLC",Proprietary,2.0
03176300,Aviation Institute of Maintenance,Indianapolis,IN,46241-1445,12/31/2019,"Employment Services, Inc.",Proprietary,3.0
00178700,Bethel University,Mishawaka,IN,46545-5591,06/30/2020,N/A,Non-Profit,1.5
00178800,Butler University,Indianapolis,IN,46208-3487,05/31/2020,N/A,Non-Profit,3.0
04274300,Caris College,Jeffersonville,IN,47130-8293,12/31/2019,N/A,Proprietary,2.5
04258200,Christina and Company Education Center,Lafayette,IN,47905-4633,12/31/2019,N/A,Proprietary,2.1
02615800,College of Court Reporting,Valparaiso,IN,46385-5529,09/30/2019,N/A,Proprietary,2.4
04100300,Denmark College,Merrillville,IN,46410-5310,12/31/2019,N/A,Proprietary,1.8
02164300,Don Roberts School of Hair Design,Schererville,IN,46375-9999,09/30/2019,N/A,Proprietary,3.0
00179900,Goshen College,Goshen,IN,46526-4794,06/30/2020,N/A,Non-Profit,3.0
00180000,Grace College and Theological Seminary,Winona Lake,IN,46590-1224,04/30/2020,N/A,Non-Profit,1.6
00180100,Hanover College,Hanover,IN,47243-0108,06/30/2020,N/A,Non-Profit,3.0
00726300,Holy Cross College,Notre Dame,IN,46556-0308,06/30/2020,N/A,Non-Profit,2.8
04256100,Indiana College of Sports & Medical Massage,Carmel,IN,46290-1006,12/31/2019,N/A,Proprietary,0.5
00182200,Indiana Wesleyan University,Marion,IN,46953-4974,06/30/2020,N/A,Non-Profit,2.5
00457900,International Business College,Indianapolis,IN,46256-3954,06/30/2020,"Bradford School, Inc.",Proprietary,3.0
00951500,J. Michael Harrold Beauty Academy,Terre Haute,IN,47807-3390,06/30/2020,N/A,Proprietary,2.0
04232800,John Patrick University of Health and Applied Sciences,South Bend,IN,46601-2352,06/30/2020,N/A,Proprietary,3.0
04256200,Kenny's Academy of Barbering,Indianapolis,IN,46222-2327,12/31/2019,N/A,Proprietary,1.6
04205500,Lil Lou's Beauty and Barber College,Gary,IN,46409-2404,12/31/2019,N/A,Proprietary,3.0
00793800,Lincoln College of Technology,Indianapolis,IN,46268-4198,12/31/2019,"Lincoln Educational Services, Corporation and Subsidiaries",Proprietary,1.5
00182000,Manchester University,North Manchester,IN,46962-1276,06/30/2020,N/A,Non-Profit,2.4
01061800,Mid-America College of Funeral Service,Jeffersonville,IN,47130-9990,12/31/2019,"Pierce Mortuary Colleges, Inc.",Non-Profit,3.0
04121000,MyComputerCareer.com /TechSkills,Indianapolis,IN,46241-5544,06/30/2020,"MyComputerCareer.com, Inc. and Subsidiaries",Proprietary,2.7
00182400,Oakland City University,Oakland City,IN,47660-1099,05/31/2020,N/A,Non-Profit,1.8
04184000,Paul Mitchell The School Indianapolis,Indianapolis,IN,46227-6252,06/30/2020,N/A,Proprietary,3.0
04230300,Paul Mitchell The School Merrillville,Merrillville,IN,46410-5540,12/31/2019,"Excep Salon Products, Inc.",Proprietary,2.1
02241700,PJ's College of Cosmetology,Clarksville,IN,47129-2204,12/31/2019,PJ's College of Cosmetology,Proprietary,3.0
02304800,PJ's College of Cosmetology,Richmond,IN,47374-3103,12/31/2019,PJ's College of Cosmetology,Proprietary,3.0
02084800,Ravenscroft Beauty College,Fort Wayne,IN,46835-4132,12/31/2019,N/A,Proprietary,2.4
00183000,Rose-Hulman Institute of Technology,Terre Haute,IN,47803-3999,06/30/2020,N/A,Non-Profit,2.2
00967300,Rudae's School of Beauty Culture,Fort Wayne,IN,46825-5444,12/31/2019,N/A,Proprietary,2.0
00625700,Saint Elizabeth School of Nursing,Lafayette,IN,47904-9988,12/31/2019,N/A,Non-Profit,3.0
04172700,Salon Professional Academy (The),Evansville,IN,47715-7822,06/30/2020,N/A,Proprietary,2.1
