OPE ID,School Name,City,State,Zip Code,School Type,"Composite Scores for 
School FYs Ending Between 
7/1/2006 and 6/30/2007"
00120700,Graduate Theological Union,Berkeley,CA,94709-1212,Private Non-Profit,2.8
01298500,Hair California Beauty Academy,Orange,CA,92867-7127,Proprietary,2.2
00117100,Harvey Mudd College,Claremont,CA,91711-5990,Private Non-Profit,3
00723400,Heald College,San Francisco,CA,97218-2852,Proprietary,-0.8
04141700,Healing Hands School of Holistic Health,Escondido,CA,92653-1362,Proprietary,3
04127800,Healthy Hair Academy,Inglewood,CA,90303-3137,Proprietary,2.8
02285100,Hilltop Beauty School,Daly City,CA,94014-2012,Proprietary,1.7
00118300,Holy Names University,Oakland,CA,94619-1699,Private Non-Profit,2.8
00125200,Hope International University,Fullerton,CA,92868-1950,Private Non-Profit,0.6
04140500,Horizon College San Diego,San Diego,CA,92131-9906,Private Non-Profit,2.9
00121200,Humphreys College,Stockton,CA,95356-0539,Private Non-Profit,3
02545900,Hypnosis Motivation Institute,Tarzana,CA,91356-4154,Private Non-Profit,1.7
04132700,InfoTech Career College,Bellflower,CA,90706-5579,Proprietary,3
04132300,Institute of Medical Education,San Jose,CA,94621-2015,Proprietary,2.3
03067500,Institute of Technology,Clovis,CA,96002-0255,Proprietary,1.2
02267600,Institute of Transpersonal Psychology,Palo Alto,CA,94303-4624,Private Non-Profit,3
02559400,InterCoast Colleges,Orange,CA,95678-5189,Proprietary,2.2
02520300,Interior Designers Institute,Newport Beach,CA,92660-3228,Proprietary,1.9
03395300,International Career Development Center,Los Angeles,CA,90260-2657,Proprietary,1.8
04129700,International Polytechnic Institute,Calexico,CA,92231-1737,Private Non-Profit,0.4
04134700,International Professional School of Bodywork,San Diego,CA,92123-1520,Proprietary,2.3
03964400,International School of Beauty,Palm Desert,CA,92201-5412,Proprietary,1.8
02255400,International School of Cosmetology,Santa Monica,CA,90401-3901,Proprietary,0.2
03485400,James Albert School of Cosmetology,Costa Mesa,CA,89120-3295,Proprietary,2.5
00448400,John F. Kennedy University,Pleasant Hill,CA,95003-3119,Private Non-Profit,1.4
03125300,John Wesley International Barber & Beauty College,Long Beach,CA,90813-4321,Proprietary,1.9
03853300,Keck Graduate Institute of Applied Life Sciences,Claremont,CA,91711-4817,Private Non-Profit,3
03308300,Kensington College,Santa Ana,CA,92705-8708,Proprietary,1.2
03516300,King's College and Seminary (The),Van Nuys,CA,91405-2233,Private Non-Profit,2.2
02312400,LA College International,Los Angeles,CA,90010-1308,Proprietary,1.8
00121500,La Sierra University,Riverside,CA,96003-8606,Private Non-Profit,2.4
03853400,Ladera Career Paths Training Centers,Los Angeles,CA,91355-3442,Proprietary,0
02330500,Laguna College of Art and Design,Laguna Beach,CA,92651-1136,Private Non-Profit,2.3
01301000,Lancaster Beauty School,Lancaster,CA,93534-3098,Proprietary,3
04141400,Laurus College,San Luis Obispo,CA,93422-5329,Proprietary,1.7
02228500,Life Chiropractic College West,Hayward,CA,94545-2800,Private Non-Profit,1.5
02270600,Life Pacific College,San Dimas,CA,98023-3044,Private Non-Profit,3
00697500,Lincoln University,Oakland,CA,94612-2801,Private Non-Profit,1.8
00121800,Loma Linda University,Loma Linda,CA,96913-3701,Private Non-Profit,3
04037300,Los Angeles Film School (The),Hollywood,CA,90028-7300,Proprietary,1.7
03868400,Los Angeles Music Academy,Pasadena,CA,91105-2540,Proprietary,0
02570300,Los Angeles ORT Technical Institute,Los Angeles,CA,60077-2834,Private Non-Profit,0.6
02612800,Los Angeles Recording School,Hollywood,CA,90028-3112,Proprietary,2.6
01164900,Loyola Marymount University,Los Angeles,CA,94105-3623,Private Non-Profit,3
01186600,Lu Ross Academy,Ventura,CA,93001-2927,Proprietary,2
00714200,Lyle's College of Beauty,Fresno,CA,93301-1819,Proprietary,2.4
01324000,Lytle's Redwood Empire Beauty College,Santa Rosa,CA,95403-7757,Proprietary,2.3
02208600,Madera Beauty College,Madera,CA,93637-3519,Proprietary,1.8
04092400,Make-up Designory,Burbank,CA,10012-0041,Proprietary,2.5
01231600,Manchester Beauty College,Fresno,CA,93726-5306,Proprietary,1.6
03440400,Marian Health Careers Center,Los Angeles,CA,91411-2511,Proprietary,2.2
00747600,Marinello Schools of Beauty,Los Angeles,CA,92020-2503,Proprietary,2
01047400,Marymount College,Rancho Palos Verdes,CA,92751-1336,Private Non-Profit,3
00122000,Master's College & Seminary (The),Santa Clarita,CA,94598-3300,Private Non-Profit,1.8
04115600,Mayfield College,Cathedral City,CA,92234-7014,Proprietary,1.8
03113300,MCed Career College,Fresno,CA,93727-1620,Proprietary,1.8
00123600,Menlo College,Atherton,CA,95054-1804,Private Non-Profit,1.6
01036800,Mennonite Brethren Biblical Seminary,Fresno,CA,93727-5097,Private Non-Profit,3
02497300,Milan Institute,Visalia,CA,89431-6092,Proprietary,1.2
00123800,Mills College,Oakland,CA,94613-1301,Private Non-Profit,3
00720400,Modern Beauty Academy - Oxnard,Oxnard,CA,93030-7016,Proprietary,2.2
04140600,Modern Institute of Technology,Oxnard,CA,93036-1387,Proprietary,1.8
03063400,Modern Technology School,Fountain Valley,CA,92708-1336,Proprietary,1.8
04001400,Mojave Barber College,Victorville,CA,92395-3201,Proprietary,1.8
02185800,Moler Barber College,Oakland,CA,94609-5729,Proprietary,2
02345800,Montebello Beauty College,Montebello,CA,90640-4014,Proprietary,1.4
00124300,Mount St. Mary's College,Los Angeles,CA,90007-2598,Private Non-Profit,3
03128700,Mt. Sierra College,Monrovia,CA,91016-3414,Proprietary,1.4
02546400,MTI Business College,Stockton,CA,95207-4349,Proprietary,1.9
01291200,MTI College,Sacramento,CA,95841-3037,Proprietary,3
03933300,Mueller College of Holistic Studies,San Diego,CA,92120-3449,Proprietary,2.6
02161800,Musicians Institute,Hollywood,CA,90028-6157,Proprietary,2
03458300,My Le's Beauty College,Sacramento,CA,95824-3039,Proprietary,2.6
02518400,National Hispanic University,San Jose,CA,95112-,Private Non-Profit,1
02542300,National Holistic Institute,Emeryville,CA,94103-3702,Proprietary,1.5
03910400,National Polytechnic College,Commerce,CA,90040-3066,Proprietary,3
01146000,National University,La Jolla,CA,93010-0767,Private Non-Profit,3
00713000,Newberry School of Beauty,Granada Hills,CA,91307-3537,Proprietary,2.4
02584200,Newbridge College,Santa Ana,CA,90815-1770,Proprietary,1.8
00718700,North Adrian's Beauty College,Modesto,CA,95304-7901,Proprietary,2.3
01170700,North-West College,West Covina,CA,91203-1109,Proprietary,3
00117900,Notre Dame de Namur University,Belmont,CA,94061-1030,Private Non-Profit,3
03590400,NTMA Training Centers of Southern California,Norwalk,CA,91606-3205,Private Non-Profit,1.5
00124900,Occidental College,Los Angeles,CA,90041-3314,Private Non-Profit,3
01298900,Oceanside College of Beauty,Oceanside,CA,92054-5393,Proprietary,2.1
00125100,Otis College of Art & Design,Los Angeles,CA,90245-4336,Private Non-Profit,2.8
03901300,Pacific Coast Trade School,Oxnard,CA,93033-2441,Proprietary,2.5
03299300,Pacific College,Costa Mesa,CA,90040-1570,Proprietary,2.6
03027700,Pacific College of Oriental Medicine,San Diego,CA,93101-8456,Proprietary,2.7
00125400,Pacific Lutheran Theological Seminary,Berkeley,CA,94708-1597,Private Non-Profit,3
00125500,Pacific Oaks College,Pasadena,CA,95003-3119,Private Non-Profit,3
00125600,Pacific School of Religion,Berkeley,CA,94709-1323,Private Non-Profit,3
03163300,Pacific States University,Los Angeles,CA,90006-4298,Private Non-Profit,3
00125800,Pacific Union College,Angwin,CA,95482-3017,Private Non-Profit,2.6
03126800,Pacifica Graduate Institute,Carpinteria,CA,93108-1625,Proprietary,1.5
04001300,Palace Beauty College,Los Angeles,CA,90006-4233,Proprietary,2.1
04014400,Palladium Technical Academy,El Monte,CA,91731-2429,Proprietary,1.8
02138300,Palo Alto University,Palo Alto,CA,94022-4599,Private Non-Profit,2.5
01044100,Pardee RAND Graduate School,Santa Monica,CA,90407-2138,Private Non-Profit,2.9
02059800,Paris Beauty College,Concord,CA,94520-2611,Proprietary,2.3
00449000,Patten University,Oakland,CA,90026-4017,Private Non-Profit,2.1
03598300,Paul Mitchell the School,Santa Barbara,CA,93103-3137,Proprietary,2.2
03479300,PCI College,Cerritos,CA,90248-4336,Proprietary,2.3
01014900,Pepperdine University,Malibu,CA,93550-4640,Private Non-Profit,3
02237200,Phillips Graduate Institute,Encino,CA,91316-1509,Private Non-Profit,-0.1
02608900,Pinnacle College,Alhambra,CA,95670-6386,Proprietary,0.3
00117200,Pitzer College,Claremont,CA,91711-6101,Private Non-Profit,3
03062700,Platt College,Alhambra,CA,91764-4907,Proprietary,-1
02304300,Platt College - San Diego,San Diego,CA,94105-,Proprietary,2
00126200,Point Loma Nazarene University,San Diego,CA,93278-5091,Private Non-Profit,3
00117300,Pomona College,Claremont,CA,91711-6301,Private Non-Profit,3
03125800,Premiere Career College,Irwindale,CA,91706-3746,Proprietary,1.8
