CLOSED DATE,OPEID,SCHOOL NAME,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
09/16/2019 ,00384249     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - ONALASKA HIGH SCHOOL                           ,700 HILLTOPPER PL                                                      ,ONALASKA                 ,WI        ,54650-3497
09/16/2019 ,00384250     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - CHIPPEWA VALLEY TECHNICAL                      ,620 WEST CLAIREMONT AVENUE                                             ,EAU CLAIRE               ,WI        ,54701-6162
09/16/2019 ,00384258     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - CASE HIGH SCHOOL                               ,7345 WASHINGTON AVENUE                                                 ,RACINE                   ,WI        ,53406-3820
09/14/2019 ,01303914     ,SOUTH UNIVERSITY                                                      ,SOUTH UNIVERSITY - NOVI                                               ,41555 TWELVE MILE ROAD                                                 ,NOVI                     ,MI        ,48377-3103
09/10/2019 ,00303019     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - CHILLICOTHE PACCAR                        ,PACCAR EDUCATION CENTER 446 HOSPITAL ROAD                              ,CHILLICOTHE              ,OH        ,45601-0000
09/10/2019 ,01326303     ,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY                           ,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY - LEWISTOWN CAMPUS        ,124 EAST MARKET STREET                                                 ,LEWISTOWN                ,PA        ,17044-2125
09/10/2019 ,04139700     ,FREDERICK SCHOOL OF COSMETOLOGY                                       ,FREDERICK SCHOOL OF COSMETOLOGY                                       ,403 SOUTH JEFFERSON STREET                                             ,FREDERICK                ,MD        ,21701-0000
09/06/2019 ,03116100     ,VOGUE BEAUTY AND BARBER SCHOOL                                        ,VOGUE BEAUTY AND BARBER SCHOOL                                        ,3655 MACLAND ROAD                                                      ,HIRAM                    ,GA        ,30141-2226
09/06/2019 ,03116102     ,VOGUE BEAUTY AND BARBER SCHOOL                                        ,VOGUE BEAUTY AND BARBER SCHOOL - DOUGLASVILLE                         ,3376 HIGHWAY 5                                                         ,DOUGLASVILLE             ,GA        ,30135-2308
09/01/2019 ,00297536     ,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE                              ,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE - PACKARD PLACE              ,222 SOUTH CHURCH STREET                                                ,CHARLOTTE                ,NC        ,28202-0000
09/01/2019 ,00339417     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - DONALD E SCHICK ELEMENTARY SCHOOL                 ,2800 FOUR MILE DRIVE                                                   ,MONTOURSVILLE            ,PA        ,17754-0000
09/01/2019 ,00339431     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - LOYALSOCK TOWNSHIP SENIOR HIGH SCHOOL             ,1801 LOYALSOCK DRIVE                                                   ,WILLIAMSPORT             ,PA        ,17701-0000
09/01/2019 ,00339433     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - MANHEIM TOWNSHIP MIDDLESCHOOL/HIGH SCHOOL         ,PO BOX 5134 SCHOOL ROAD                                                ,LANCASTER                ,PA        ,17606-0000
09/01/2019 ,00339434     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - MAPLE POINT MIDDLE SCHOOL                         ,2250 LANGHORNE-YARDLEY ROAD                                            ,LANGHORNE                ,PA        ,19047-0000
09/01/2019 ,00339435     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - MECHANICSBURG AREA HIGH SCHOOL                    ,500 SOUTH BROAD STREET                                                 ,MECHANICSBURG            ,PA        ,17055-0000
09/01/2019 ,00339436     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - MECHANICSBURG MIDDLE SCHOOL                       ,1750 SOUTH MARKET STREET                                               ,MECHANICSBURG            ,PA        ,17055-0000
09/01/2019 ,00339447     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - QUAKERTOWN COMMUNITY HIGH SCHOOL                  ,600 PARK AVENUE                                                        ,QUAKERTOWN               ,PA        ,18951-0000
09/01/2019 ,00339451     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - STRAYER MIDDLE SCHOOL                             ,1200 RONALD REAGAN DRIVE                                               ,QUAKERTOWN               ,PA        ,18951-0000
09/01/2019 ,00339453     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - TUNKHANNOCK MIDDLE SCHOOL                         ,200 FRANKLIN AVENUE                                                    ,TUNKANNOCK               ,PA        ,18657-0000
09/01/2019 ,00339455     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - YORK LEARNING CENTER                              ,300 EAST 7TH AVENUE                                                    ,YORK                     ,PA        ,17404-0000
09/01/2019 ,00339456     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - YORK SUBURBAN HIGH SCHOOL                         ,1800 HOLLYWOOD DRIVE                                                   ,YORK                     ,PA        ,17403-0000
09/01/2019 ,00339457     ,WILKES UNIVERSITY                                                     ,WILKES UNIVERSITY - YORK SUBURBAN MIDDLE SCHOOL                       ,455 DUNDALE DRIVE                                                      ,YORK                     ,PA        ,17402-0000
09/01/2019 ,04236300     ,BEYOND THE BASICS SCHOOL OF COSMETOLOGY                               ,BEYOND THE BASICS SCHOOL OF COSMETOLOGY                               ,1031 SCHOOLVIEW DRIVE SUITES ABC                                       ,MARSHFIELD               ,MO        ,65706-0003
08/31/2019 ,00318181     ,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY                                ,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - LOMEGA HIGH SCHOOL           ,RURAL ROUTE 1 BOX 46                                                   ,OMEGA                    ,OK        ,73764-0000
08/31/2019 ,00369115     ,MIDDLEBURY COLLEGE                                                    ,MIDDLEBURY COLLEGE - MILLS                                            ,5000 MACARTHUR BOULEVARD                                               ,OAKLAND                  ,CA        ,94613-0000
08/31/2019 ,00405721     ,NATIONAL AMERICAN UNIVERSITY                                          ,NATIONAL AMERICAN UNIVERSITY - WICHITA                                ,7309 EAST 21ST STREET NORTH SUITE G-40                                 ,WICHITA                  ,KS        ,67206-1097
08/30/2019 ,01063346     ,HOUSTON COMMUNITY COLLEGE                                             ,HOUSTON COMMUNITY COLLEGE - NORTHEAST COLLEGE - PINEMONT CENTER       ,1265 PINEMONT DRIVE                                                    ,HOUSTON                  ,TX        ,77018-7849
08/30/2019 ,01063360     ,HOUSTON COMMUNITY COLLEGE                                             ,HOUSTON COMMUNITY COLLEGE - BROOKHAVEN COLLEGE LOCATION               ,3939 VALLEY VIEW LANE                                                  ,FARMERS BRANCH           ,TX        ,75244-4997
08/30/2019 ,03279302     ,MYOTHERAPY INSTITUTE                                                  ,MYOTHERAPY INSTITUTE - OMAHA                                          ,10707 PACIFIC STREET                                                   ,OMAHA                    ,NE        ,68114-3213
08/28/2019 ,00576102     ,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE                            ,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE-ALLIED HEALTH FACILITY     ,5396 HIGHWAY 311                                                       ,HOUMA                    ,LA        ,70360-2761
08/26/2019 ,00277901     ,NAZARETH COLLEGE OF ROCHESTER                                         ,NAZARETH COLLEGE - ROCHESTER EDUCATIONAL OPPORTUNITY CENTER (REOC)    ,161 CHESTNUT STREET 5TH FLOOR                                          ,ROCHESTER                ,NY        ,14604-1314
08/26/2019 ,00391930     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - MADISON LEARNING COMMUNITY       ,ALDO LEOPOLD NATURE CENTER 10648 SUTCLIFFE ROAD                        ,BLACK EARTH              ,WI        ,53515-9712
08/26/2019 ,00391935     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - TOMAH LEARNING COMMUNITY         ,TOMAH HIGH SCHOOL 901 LINCOLN AVENUE                                   ,TOMAH                    ,WI        ,54660-1857
08/26/2019 ,00391936     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - WI RAPIDS LEARNING COMMUNITY     ,SLEEP INN & SUITES 4221 8TH STREET SOUTH                               ,WISCONSIN RAPIDS         ,WI        ,54494-7831
08/26/2019 ,00391937     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - CHIPPEWA FALLS LEARNING COMMUNITY,HAMPTON INN 12707 30TH AVENUE                                          ,CHIPPEWA FALLS           ,WI        ,54729-6334
08/26/2019 ,00391938     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - MADISON LEARNING COMMUNITY       ,STAYBRIDGE SUITES 3301 CITY VIEW DRIVE                                 ,MADISON                  ,WI        ,53718-7907
08/26/2019 ,00391939     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - MANITOWOC LEARNING COMMUNITY     ,AMERICINN 5020 HECKER ROAD                                             ,MANITOWOC                ,WI        ,54220-8323
08/26/2019 ,00391940     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - WEST SALEM LEARNING COMMUNITY    ,WEST SALEM MIDDLE SCHOOL 450 N. MARK STREET                            ,WEST SALEM               ,WI        ,54669-1224
08/26/2019 ,00391943     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - FALL CREEK LEARNING COMMUNITY    ,BEAVER CREEK RESERVE S1 COUNTY ROAD K                                  ,FALL CREEK               ,WI        ,54742-9473
08/26/2019 ,00391944     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - MONROE LEARNING COMMUNITY        ,MONROE HIGH SCHOOL 1600 26TH STREET                                    ,MONROE                   ,WI        ,53566-3692
08/26/2019 ,00391945     ,UNIVERSITY OF WISCONSIN - LACROSSE                                    ,UNIVERSITY OF WISCONSIN - LACROSSE - SAUKVILLE LEARNING COMMUNITY     ,SAUKVILLE ELEMENTARY SCHOOL 333 NORTH MILL STREET                      ,SAUKVILLE                ,WI        ,53080-1715
08/26/2019 ,00659100     ,ST. JOSEPH SCHOOL OF NURSING                                          ,ST. JOSEPH SCHOOL OF NURSING                                          ,200 HIGH SERVICE AVENUE                                                ,NORTH PROVIDENCE         ,RI        ,02904-5199
08/22/2019 ,00207819     ,LOYOLA UNIVERSITY MARYLAND                                            ,LOYOLA UNIVERSITY MARYLAND - THE MONTESSORI INSTITUTE OF MILWAUKEE    ,621 SOUTH 4TH STREET                                                   ,MILWAUKEE                ,WI        ,53204-1504
08/22/2019 ,04185400     ,NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO                      ,NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO                      ,1658 COLE BOULEVARD SUITE 50                                           ,LAKEWOOD                 ,CO        ,80401-3304
08/22/2019 ,04185401     ,NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO                      ,NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO -                    ,4305 BEVERLY STREET SUITE F                                            ,COLORADO SPRINGS         ,CO        ,80918-5925
08/22/2019 ,42098820     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - SANTA TERESA (1268) (OTL)                     ,1268 COUNTRY CLUB ROAD                                                 ,SANTA TERESA             ,NM        ,88008-0899
08/21/2019 ,10166624     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - DOWNERS GROVE NORTH HIGH SCHOOL                ,4436 MAIN STREET                                                       ,DOWNERS GROVE            ,IL        ,60515-2867
08/21/2019 ,10166654     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - MAINE SOUTH HIGH SCHOOL                        ,1111 SOUTH DEE ROAD                                                    ,PARK RIDGE               ,IL        ,60068-4379
08/20/2019 ,00120518     ,GOLDEN GATE UNIVERSITY                                                ,GOLDEN GATE UNIVERSITY - LOS ANGELES                                  ,725 SOUTH FIGUEROA STREET SUITE 1550                                   ,LOS ANGELES              ,CA        ,90017-5418
08/19/2019 ,00178705     ,BETHEL UNIVERSITY                                                     ,BETHEL COLLEGE - LAKELAND REGIONAL HEALTH SYSTEMS                     ,1234 NAPIER AVENUE                                                     ,ST. JOSEPH               ,MI        ,49085-2112
08/19/2019 ,00183902     ,TRINE UNIVERSITY                                                      ,TRINE UNIVERSITY - SOUTH BEND/MISHAWAKA                               ,3454 DOUGLAS ROAD SUITE 300                                            ,SOUTH BEND               ,IN        ,46635-1713
08/19/2019 ,00183903     ,TRINE UNIVERSITY                                                      ,TRINE UNIVERSITY - NORTH CAMPUS                                       ,1 UNIVERSITY AVE                                                       ,ANGOLA                   ,IN        ,46703-7594
08/19/2019 ,00183905     ,TRINE UNIVERSITY                                                      ,TRINE UNIVERSITY - LOGANSPORT                                         ,421 EAST BROADWAY                                                      ,LOGANSPORT               ,IN        ,46947-3111
08/19/2019 ,00183906     ,TRINE UNIVERSITY                                                      ,TRINE UNIVERSITY - COLUMBUS EDUCATION CENTER                          ,4475 CENTRAL AVE                                                       ,COLUMBUS                 ,IN        ,47203-1868
08/19/2019 ,00183907     ,TRINE UNIVERSITY                                                      ,TRINE UNIVERSITY - INDIANAPOLIS EDUCATION CENTER                      ,7508 BEECHWOOD CENTER ROAD                                             ,AVON                     ,IN        ,46123-7866
08/19/2019 ,00183909     ,TRINE UNIVERSITY                                                      ,TRINE UNIVERSITY - CENTREVILLE EDUCATION CENTER                       ,62249 SHIMMEL ROAD                                                     ,CENTREVILLE              ,MI        ,49032-9784
08/19/2019 ,04216801     ,BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING                      ,BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING-FAYETTEVILLE ACADEMY ,386 N. GLYNN STREET                                                    ,FAYETTEVILE              ,GA        ,30214-1191
08/18/2019 ,00169243     ,ILLINOIS STATE UNIVERSITY                                             ,ILLINOIS STATE UNIVERSITY - NORTHEASTERN ILLINOIS UNIVERSITY          ,5500 NORTH ST. LOUIS AVENUE                                            ,CHICAGO                  ,IL        ,60625-4625
08/17/2019 ,00303001     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - COLUMBUS                                  ,315 CLEVELAND AVENUE                                                   ,COLUMBUS                 ,OH        ,43215-0000
08/17/2019 ,00461700     ,NATIONAL COLLEGE                                                      ,NATIONAL COLLEGE                                                      ,1638 BELL ROAD                                                         ,NASHVILLE                ,TN        ,37211-6605
08/17/2019 ,00461702     ,NATIONAL COLLEGE                                                      ,NATIONAL COLLEGE - MEMPHIS                                            ,2576 THOUSAND OAKS COVE                                                ,MEMPHIS                  ,TN        ,38118-2409
08/17/2019 ,00461705     ,NATIONAL COLLEGE                                                      ,NATIONAL COLLEGE - BARTLETT                                           ,5760 STAGE ROAD                                                        ,BARTLETT                 ,TN        ,38134-4516
08/17/2019 ,01048903     ,AMERICAN NATIONAL UNIVERSITY                                          ,AMERICAN NATIONAL UNIVERSITY - DANVILLE CAMPUS                        ,115 EAST LEXINGTON AVENUE                                              ,DANVILLE                 ,KY        ,40422-1517
08/16/2019 ,00110001     ,JOHN BROWN UNIVERSITY                                                 ,JOHN BROWN UNIVERSITY - FORT SMITH CENTER                             ,1401 SOUTH WALDRON ROAD SUITE 201                                      ,FORT SMITH               ,AR        ,72903-2589
08/16/2019 ,00169230     ,ILLINOIS STATE UNIVERSITY                                             ,ILLINOIS STATE UNIVERSITY - EASTERN ILLINOIS UNIVERSITY               ,600 LINCOLN AVENUE                                                     ,CHARLESTON               ,IL        ,61920-3011
08/16/2019 ,00233023     ,WESTERN MICHIGAN UNIVERSITY                                           ,WESTERN MICHIGAN UNIVERSITY - PUNTA GORDA                             ,26300 AIRPORT ROAD                                                     ,PUNTA GORDA              ,FL        ,33950-5748
08/16/2019 ,00456800     ,MIDSTATE COLLEGE                                                      ,MIDSTATE COLLEGE                                                      ,411 WEST NORTHMOOR ROAD                                                ,PEORIA                   ,IL        ,61614-3558
08/16/2019 ,02128600     ,ART INSTITUTE OF CINCINNATI (THE)                                     ,ART INSTITUTE OF CINCINNATI (THE)                                     ,1171 EAST KEMPER ROAD                                                  ,CINCINNATI               ,OH        ,45246-3322
08/16/2019 ,02177502     ,RIO SALADO COMMUNITY COLLEGE                                          ,RIO SALADO COLLEGE - NORTHERN                                         ,1715 WEST NORTHERN AVENUE                                              ,PHOENIX                  ,AZ        ,85021-5472
08/15/2019 ,00225102     ,DELTA COLLEGE                                                         ,DELTA COLLEGE - BUENA VISTA/SAGINAW                                   ,RICKER CENTER 1925 SOUTH OUTER DRIVE                                   ,SAGINAW                  ,MI        ,48601-6639
08/15/2019 ,00328506     ,LANCASTER BIBLE COLLEGE                                               ,LANCASTER BIBLE COLLEGE -                                             ,2181 UNION AVENUE                                                      ,MEMPHIS                  ,TN        ,38104-4208
08/15/2019 ,03150502     ,A - TECHNICAL COLLEGE                                                 ,A - TECHNICAL COLLEGE                                                 ,1033 SOUTH BROADWAY STREET                                             ,LOS ANGELES              ,CA        ,90015-3535
08/15/2019 ,04247100     ,ACADEMY OF COSMETOLOGY AND ESTHETICS                                  ,ACADEMY OF COSMETOLOGY AND ESTHETICS                                  ,1419 WEST AUSTIN BOULEVARD                                             ,NEVADA                   ,MO        ,64772-2805
08/13/2019 ,00755502     ,LAKES REGION COMMUNITY COLLEGE                                        ,LAKES REGION COMMUNITY COLLEGE - CULINARY CENTER - SHAKER TABLE       ,288 SHAKER ROAD                                                        ,CANTERBURY               ,NH        ,03224-4432
08/12/2019 ,00739405     ,BERKELEY COLLEGE                                                      ,BERKELEY COLLEGE - BROOKLYN                                           ,255 DUFFIELD STREET                                                    ,BROOKLYN                 ,NY        ,11201-5302
08/10/2019 ,00270400     ,COLLEGE OF NEW ROCHELLE (THE)                                         ,COLLEGE OF NEW ROCHELLE (THE)                                         ,29 CASTLE PLACE                                                        ,NEW ROCHELLE             ,NY        ,10805-2339
08/10/2019 ,00270401     ,COLLEGE OF NEW ROCHELLE (THE)                                         ,COLLEGE OF NEW ROCHELLE (THE) - JOHN CARDINAL O'CONNOR CAMPUS         ,332 EAST 149 STREET                                                    ,BRONX                    ,NY        ,10451-5606
08/10/2019 ,00270403     ,COLLEGE OF NEW ROCHELLE (THE)                                         ,COLLEGE OF NEW ROCHELLE (THE) - CO-OP CITY CAMPUS                     ,755 COOP CITY                                                          ,BRONX                    ,NY        ,10475-1601
08/10/2019 ,00270404     ,COLLEGE OF NEW ROCHELLE (THE)                                         ,COLLEGE OF NEW ROCHELLE (THE)- DC 37 CAMPUS                           ,125 BARCLAY                                                            ,NEW YORK                 ,NY        ,10007-2179
08/10/2019 ,00270405     ,COLLEGE OF NEW ROCHELLE (THE)                                         ,COLLEGE OF NEW ROCHELLE (THE) - ROSA PARKS CAMPUS                     ,144 WEST 125TH STREET                                                  ,NEW YORK                 ,NY        ,10027-4423
08/10/2019 ,00270406     ,COLLEGE OF NEW ROCHELLE (THE)                                         ,COLLEGE OF NEW ROCHELLE (THE) - SCHOOL OF NEW RESOURCES: BROOKLYN     ,RESTORATION PL. 1368 FULTON STREET                                     ,BROOKLYN                 ,NY        ,11216-2600
08/10/2019 ,00359437     ,UNIVERSITY OF NORTH TEXAS                                             ,UNIVERSITY OF NORTH TEXAS - DALLAS CITY HALL                          ,1500 MARILLA STREET                                                    ,DALLAS                   ,TX        ,75201-6318
08/10/2019 ,00366326     ,WAYLAND BAPTIST UNIVERSITY                                            ,WAYLAND BAPTIST UNIVERSITY - SAN ANTONIO                              ,CALLAHAN TOWERS 8032 VANTAGE DRIVE                                     ,SAN ANTONIO              ,TX        ,78230-0000
08/10/2019 ,00908208     ,INTERNATIONAL BUSINESS COLLEGE                                        ,INTERNATIONAL BUSINESS COLLEGE                                        ,1155 NORTH ZARAGOSA ROAD                                               ,EL PASO                  ,TX        ,79907-1862
08/09/2019 ,02251502     ,TREND SETTERS' ACADEMY OF BEAUTY CULTURE                              ,TREND SETTERS' ACADEMY OF BEAUTY CULTURE -                            ,622B WESTPORT ROAD                                                     ,ELIZABETHTOWN            ,KY        ,42701-2848
08/08/2019 ,00202907     ,TULANE UNIVERSITY                                                     ,TULANE UNIVERSITY - SCHOOL OF CONTINUING STUDIES BILOXI CAMPUS        ,2650 BEACH BOULEVARD SUITE 44                                          ,BILOXI                   ,MS        ,39531-4606
08/08/2019 ,00466611     ,AMERICAN COLLEGE FOR MEDICAL CAREERS                                  ,SALTER COLLEGE - WEST BOYLSTON                                        ,184 WEST BOYLSTON STREET                                               ,WEST BOYLSTON            ,MA        ,01583-1700
08/07/2019 ,02575401     ,INTERNATIONAL CULINARY CENTER                                         ,INTERNATIONAL CULINARY CENTER - CALIFORNIA                            ,700 WEST HAMILTON AVENUE SUITE 300                                     ,CAMPBELL                 ,CA        ,95008-0427
08/04/2019 ,02306815     ,MILLER-MOTTE COLLEGE                                                  ,PLATT COLLEGE - MILLER-MOTTE - CARY                                   ,2205 WALNUT STREET                                                     ,CARY                     ,NC        ,27518-9209
08/02/2019 ,00236702     ,MINNESOTA STATE UNIVERSITY MOORHEAD                                   ,MINNESOTA STATE UNIVERSITY MOORHEAD - NORTH HENNEPIN COMMUNITY COLLEGE,7411 NORTH  85TH A VENUE                                               ,BROOKLYN PARK            ,MN        ,55445-2231
08/02/2019 ,00298802     ,BISMARCK STATE COLLEGE                                                ,BISMARCK STATE COLLEGE - EAST BROADWAY                                ,900 EAST BROADWAY                                                      ,BISMARCK                 ,ND        ,58506-5587
08/02/2019 ,02079417     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL                                                  ,624 WORCESTER ROAD                                                     ,FRAMINGHAM               ,MA        ,01702-5232
08/02/2019 ,42098889     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - ARLINGTON LEARNING CENTER (LC)                ,1800 SOUTH BELL STREET                                                 ,ARLINGTON                ,VA        ,22202-3546
08/01/2019 ,00348718     ,EAST TENNESSEE STATE UNIVERSITY                                       ,KINGSPORT CENTER FOR HIGHER EDUCATION (KCHE)                          ,300 WEST MARKET ST                                                     ,KINGSPORT                ,TN        ,37660-0000
08/01/2019 ,10147929     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - ELIZABETH CITY                 ,U.S. COAST GUARD BASE 1664 WEEKSVILLE ROAD BUILDING 45                 ,ELIZABETH CITY           ,NC        ,27909-0000
07/31/2019 ,00171014     ,LOYOLA UNIVERSITY CHICAGO                                             ,LOYOLA UNIVERSITY CHICAGO -  CARTHAGE COLLEGE                         ,2001 ALFORD PARK DRIVE                                                 ,KENOSHA                  ,WI        ,53140-1994
07/31/2019 ,00284302     ,SUNY COLLEGE AT CORTLAND                                              ,SUNY COLLEGE AT CORTLAND - MOHAWK VALLEY GRADUATE CENTER              ,MOHAWK VALLEY COMMUNITY COLLEGE 1101 SHERMAN DRIVE                     ,UTICA                    ,NY        ,13501-5308
07/31/2019 ,00322511     ,WARNER PACIFIC UNIVERSITY                                             ,WARNER PACIFIC UNIVERSITY - SW PORTLAND EPICODUS                      ,400 SW 6TH AVENUE SUITE 800                                            ,PORTLAND                 ,OR        ,97204-1708
07/31/2019 ,00354915     ,BLINN COLLEGE                                                         ,BLINN COLLEGE - TEXAS A&M HSC CAMPUS                                  ,8441 STATE HIGHWAY 47                                                  ,BRYAN                    ,TX        ,77807-3260
07/31/2019 ,01151907     ,JOSEPH'S COLLEGE COSMETOLOGY                                          ,JOSEPH'S COLLEGE COSMETOLOGY                                          ,2015 NORTH 6TH STREET                                                  ,BEATRICE                 ,NE        ,68310-3924
07/31/2019 ,02125300     ,NASHVILLE COLLEGE OF MEDICAL CAREERS                                  ,NASHVILLE COLLEGE OF MEDICAL CAREERS                                  ,1556 CRESTVIEW DRIVE                                                   ,MADISON                  ,TN        ,37115-2120
07/31/2019 ,02179937     ,ARGOSY UNIVERSITY                                                     ,ARGOSY UNIVERSITY - WESTERN STATE UNIVERSITY COLLEGE OF LAW           ,1 BANTING DRIVE                                                        ,IRVINE                   ,CA        ,92618-3601
07/30/2019 ,00466603     ,AMERICAN COLLEGE FOR MEDICAL CAREERS                                  ,SALTER SCHOOL (THE) - MALDEN CAMPUS                                   ,2 FLORENCE STREET                                                      ,MALDEN                   ,MA        ,02148-3934
07/30/2019 ,00865502     ,GENESIS CAREER COLLEGE                                                ,GENESIS CAREER COLLEGE - MOBILE CAMPUS                                ,4308 DOWNTOWNER LOOP NORTH                                             ,MOBILE                   ,AL        ,36609-5502
07/26/2019 ,00850301     ,MOUNTAIN VIEW COLLEGE                                                 ,MOUNTAIN VIEW COLLEGE - SANDERS                                       ,1100 HIGHWAY 1807                                                      ,VENUS                    ,TX        ,76084-3966
07/26/2019 ,04254800     ,ELITE INSTITUTE OF COSMETOLOGY                                        ,ELITE INSTITUTE OF COSMETOLOGY                                        ,1619 CHILLICOTHE STREET                                                ,PORTSMOUTH               ,OH        ,45662-4009
07/24/2019 ,82098825     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - EL PASO CAMPUS                                ,11820 MIRIAM DRIVE                                                     ,EL PASO                  ,TX        ,79936-0000
07/23/2019 ,00158824     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE - GWINNETT MAIT COHORT                               ,GWINNETT ONLINE CAMPUS 713 HI HOPE ROAD                                ,LAWRENCEVILLE            ,GA        ,30043-4541
07/23/2019 ,00458606     ,PURDUE UNIVERSITY GLOBAL                                              ,PURDUE UNIVERSITY GLOBAL - MASON CITY                                 ,PLAZA WEST 2570 4TH STREET SW                                          ,MASON CITY               ,IA        ,50401-4665
07/19/2019 ,00176734     ,BENEDICTINE UNIVERSITY                                                ,BENEDICTINE UNIVERSITY - SPRINGFIELD CAMPUS                           ,1500 NORTH 5TH STREET                                                  ,SPRINGFIELD              ,IL        ,62702-0000
07/19/2019 ,10176798     ,BENEDICTINE UNIVERSITY                                                ,BENEDICTINE UNIVERSITY - INLAND REALTY GROUP                          ,201 EAST VETERANS PARKWAY                                              ,YORKVILLE                ,IL        ,60560-0000
07/16/2019 ,32098879     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - DETROIT MAIN CAMPUS (C)                       ,26261 EVERGREEN ROAD                                                   ,SOUTHFIELD               ,MI        ,48076-4400
07/15/2019 ,00368700     ,GREEN MOUNTAIN COLLEGE                                                ,GREEN MOUNTAIN COLLEGE                                                ,ONE BRENNAN CIRCLE                                                     ,POULTNEY                 ,VT        ,05764-1199
07/08/2019 ,00186903     ,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY                         ,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY -                       ,ISU DALLAS COUNTY EXTENSION OFFICE 28059 FAIRGROUND ROAD               ,ADEL                     ,IA        ,50003-4406
07/06/2019 ,00174602     ,ROBERT MORRIS UNIVERSITY ILLINOIS                                     ,ROBERT MORRIS UNIVERSITY ILLINOIS  - SPRINGFIELD CAMPUS               ,3101 MONTVALE DRIVE                                                    ,SPRINGFIELD              ,IL        ,62704-9967
07/03/2019 ,00383105     ,WHEELING UNIVERSITY                                                   ,WHEELING JESUIT UNIVERSITY -  DEPARTMENT OF PHYSICAL THERAPY          ,1025 MARKET STREET                                                     ,WHEELING                 ,WV        ,26003-6243
